Sum of interaction_count,Column Labels,,,,,,,,,,,,,,
Row Labels, ,female,male,Grand Total,,,,,,,,,,,
Morning,,23,254,277,,,,,,,,,,,
Afternoon,,32,330,362,,,,,,,,,,,
Evening,,20,172,192,,,,,,,,,,,
Night,15,14,84,113,,,,,,,,,,,
Grand Total,15,89,840,944,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
